,Unnamed: 0,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
134,134,우리동네카페A 까치산역,"카페, 딸기요거트스무디",강서구,서울특별시 강서구 화곡동 901-13,"분위기좋은, 테이크아웃, 야외테라스, 주차, 배달",126.855895938225,37.5568633607741,카페
135,135,커피 한송이 가양역,"커피, 플라워카페",강서구,서울특별시 강서구 등촌동 641-11,"예쁜, 테이크아웃, 주차",126.832400113969,37.5606235581316,카페
136,136,플립커피로스터스 마곡,"커피, 로스",강서구,서울특별시 강서구 마곡동 772-5,"깔끔한, 반려동물동반, 반려동물동반, 주차, 배달",126.837581357751,37.5438126956022,카페
137,137,움라우트 카페 화곡동,"카페, 디저트",강서구,서울특별시 강서구 화곡동 1032-4,"감성적인, 테이크아웃, 야외테라스, 정원, 주차",126.834722616463,37.5604063584704,카페
138,138,베트남 쌍둥이 커피 공항동,"베트남커피, 반미",강서구,서울특별시 강서구 공항동 42-15 102,"예쁜, 테이크아웃, 주차, 배달",126.851270491269,37.5519499842139,카페
139,139,부엔디아 마곡,"스모어, 카페",강서구,서울특별시 강서구 마곡동 796-6,"예쁜, 테이크아웃, 주차",126.836790881371,37.5446298924613,카페
140,140,고기원칙 강서구청,"고깃집, 삼겹살",강서구,서울특별시 강서구 화곡동 1118-4,"깔끔한, 점심식사, 저녁식사, 셀프바, 주차, 배달",126.829047955742,37.5590215565363,음식점
141,141,공칠일 커피 화곡,"커피, 약과",강서구,서울특별시 강서구 화곡동 1024-14,"반려동물동반, 주차",126.828548234729,37.5581487577856,카페
142,142,더숲 마곡,브런치,강서구,서울특별시 강서구 마곡동 799-3,"캐주얼한, 점심식사, 셀프바, 반려동물동반, 무료주차, 배달",126.844145690078,37.542479504491,카페
143,143,더 왓에버 마곡역,"브런치, 와인",강서구,서울특별시 강서구 마곡동 799-17,"분위기좋은, 저녁식사, 반려동물동반, 주차",126.822806105088,37.5703678656393,카페
144,144,레코드피자 화곡점,피자,강서구,서울특별시 강서구 화곡동 98-60,"존맛, 반려동물동반, 배달",126.871880331002,37.5479680388751,음식점
145,145,두옹즈 마곡,"젤라또, 수제아이스크림",강서구,서울특별시 강서구 마곡동 327-43,"무방부제, 반려동물동반, 주차",126.866449721796,37.5527692953668,카페
146,146,카페 오알 염창역,"카페, 디저트",강서구,서울특별시 강서구 염창동 280-5,"분위기좋은, 반려동물동반",126.837266020351,37.5596228714829,카페
147,147,카페소금다방 등촌역,"카페, 다방",강서구,서울특별시 강서구 염창동 271,"깔끔한, 테이크아웃",126.826732160088,37.5679366832222,카페
148,148,조개깡패연구소 발산역,"조개찜, 조개",강서구,서울특별시 강서구 마곡동 797-14,"시끌벅적한, 저녁식사, 포장가능, 주차, 배달",126.837266020351,37.5596228714829,음식점
149,149,크라운호프 마곡나루점,맥주집,강서구,서울 강서구 마곡동 760-1,"가성비좋은, 반려동물동반, 주차",126.808109224979,37.5558909472488,음식점
150,150,런던스테이크 마곡,"스테이크, 파스타",강서구,서울특별시 강서구 마곡동 797-14,"캐주얼한, 점심식사, 저녁식사, 콜키지프리, 셀프코너, 반려동물동반",126.825637109758,37.5676581052389,음식점
151,151,김포공항플레이보6푸드코트 김포공항,"국밥, 푸드코트",강서구,서울특별시 강서구 공항동 1373,"저렴, 아침식사, 점심식사, 저녁식사, 반려동물동반, 주차",126.832202660216,37.5586846946816,음식점
152,152,막걸리싸롱 마곡나루점,"과일막걸리, 술집",강서구,서울특별시 강서구 마곡동 759-1,"비오는날, 저녁식사, 반려동물동반, 주차",126.836664494828,37.5411503313602,음식점
153,153,카페 그라운드타임 마곡,"카페, 스모어",강서구,서울특별시 강서구 마곡동 800-4,"반려동물동반, 주차",126.833803423125,37.5476896596451,카페
154,154,불량범생이포차 화곡,"참꼬막, 술집",강서구,서울특별시 강서구 화곡동 1067-18,"반려동물동반, 주차",126.815392600937,37.5720536180534,음식점
155,155,조엘의 커피&밀크 우장산,"커피, 딸기라떼",강서구,서울특별시 강서구 화곡동 1008-12 수명연립및수명연립덕현상가 1층,"반려동물동반, 배달",126.877425235008,37.5501995704814,카페
156,156,달퐁 신방화역,베이커리,강서구,서울특별시 강서구 방화동 281-38,"예쁜, 반려동물동반, 주차",126.854202217525,37.5559019001239,카페
157,157,동아풍천민물장어 염창역,"장어, 풍천민물장어",강서구,서울특별시 강서구 염창동 258-1,"국내산, 저녁식사, 놀이방, 발렛, 셀프바, 주차",126.837289552653,37.560199541368,음식점
158,158,더플롯커피 등촌동,"커피, 카페",강서구,서울특별시 강서구 등촌동 656-49,"깔끔한, 반려동물동반, 배달",126.902617752689,37.4657598938267,카페
159,159,청춘을돌리돈 마곡,"돼지고기, 고기집",강서구,서울특별시 강서구 마곡동 795-6,"서민적인, 저녁식사, 셀프바, 반려동물동반, 예약가능, 주차",126.902860442369,37.4543155305868,음식점
160,160,연지다방 독산동,"카페, 다방",금천구,서울특별시 금천구 독산동 1041-3,"지역주민이찾는, 반려동물동반",126.91166579778,37.4520873872237,카페
161,161,BFF COFFEE 금천구,"카페, 디저트",금천구,서울특별시 금천구 시흥동 879-97,"테이크아웃, 반려동물동반",126.879011349247,37.4804212068725,카페
162,162,카페 멀스 시흥동,"카페, 커피",금천구,서울특별시 금천구 시흥동 220-29,"야외테라스, 주차",126.889893838057,37.4777195422213,카페
163,163,히카 가산,"커피, 크림커피",금천구,서울특별시 금천구 가산동 458-15,"이국적/이색적, 제로페이, 배달",126.908045747874,37.4525401783064,카페
164,164,텐마루 가산동,"이자카야, 창코나베",금천구,서울특별시 금천구 가산동 143-44,"맛있는안주, 반려동물동반, 주차",126.897091684015,37.4640965393214,음식점
165,165,피크니크 시흥은행나무점,"카페, 디저트",금천구,서울특별시 금천구 시흥동 835-17,"반려동물동반, 배달",126.904677764424,37.4428665683991,카페
166,166,달리는커피 독산점,"커피, 샌드위치",금천구,서울특별시 금천구 독산동 1009-74,"푸짐한, 테이크아웃, 배달",126.882507193785,37.479970085901,카페
167,167,위드어나드 시흥동,"스콘, 아인슈페너",금천구,서울특별시 금천구 시흥동 942-16,"예쁜, 테이크아웃, 반려동물동반",126.881535776774,37.4819822392891,카페
168,168,리가든 가산디지털점,"삼겹살, 고기집",금천구,서울 금천구 가산동 371-28 우림라이온스밸리A동 205호,"존맛, 점심식사, 저녁식사, 반려동물동반, 예약가능, 제로페이",126.899979928022,37.4751550476366,음식점
169,169,명가네삼겹살 가산디지털단지,"삼겹살, 생고기김치전골",금천구,서울특별시 금천구 가산동 459-11,"점심특선, 점심식사, 저녁식사, 대형룸, 무료주차",126.905612237437,37.4796080538747,음식점
170,170,아자아자 금천구,"카페, 커피",금천구,서울특별시 금천구 독산동 968-1 1층 아자아자,"분위기좋은, 반려동물동반",126.887039035132,37.4652670513297,카페
171,171,쑥국당 금천구,"디저트, 쿠키",금천구,서울특별시 금천구 독산동 876-17,"캐주얼한, 반려동물동반",126.894030916928,37.4737811384315,카페
172,172,커피주 가산디지털단지,"카페, 커피",금천구,서울특별시 금천구 가산동 687 대륭21차 101-1호,"예쁜, 테이크아웃, 주차, 배달",126.877794803331,37.4784200758892,카페
173,173,늘 카페 금천구,"카페, 다쿠아즈",금천구,서울특별시 금천구 가산동 153-9,"반려동물동반, 배달",126.903425133554,37.4649195526689,카페
174,174,코애식당 가산,"쌀국수, 베트남음식",금천구,서울특별시 금천구 가산동 776,"다양한메뉴, 예약가능, 제로페이, 발렛파킹, 배달",126.902641102772,37.4512376698832,음식점
175,175,꿀마니닭강정 독산점,닭강정,금천구,서울특별시 금천구 독산동 378-238,반려동물동반,126.88982572656,37.4663559410678,음식점
176,176,양지식당 시흥사거리,"삼겹살, 냉동삼겹살",금천구,서울특별시 금천구 시흥동 903-11,"노포, 저녁식사, 반려동물동반",126.896801292984,37.4610556426968,음식점
177,177,카페로드 독산역,"카페, 베이글",금천구,서울특별시 금천구 독산동 1003,"편안한카페, 테이크아웃",126.895929101806,37.4718521415131,카페
178,178,청년초밥 독산동,스시,금천구,서울특별시 금천구 독산동 1156,"저렴, 반려동물동반, 주차, 배달",126.900186566687,37.4617371924485,음식점
179,179,카페 자작나무 독산동,"카페, 월남쌈샤브샤브",금천구,서울특별시 금천구 독산동 296-9 문화정원1층,"예쁜, 테이크아웃, 야외테라스, 정원, 주차",126.906970274558,37.4643961160927,카페
180,180,88커피 독산동,"카페, 디저트",금천구,서울특별시 금천구 독산동 1064-25,"크리스마스, 테이크아웃, 주차, 배달",126.901658927773,37.4429125697942,카페
181,181,푸르토아 독산,"디저트, 카페",금천구,서울특별시 금천구 독산동 378-54,"친환경, 테이크아웃, 반려동물동반",126.902777458464,37.4659475257202,카페
182,182,카페시모 시흥유통상가점,카페,금천구,서울특별시 금천구 시흥동 984,"저렴, 반려동물동반, 주차, 배달",126.897250450783,37.4599188671036,카페
183,183,마왕족발 독산,"족발, 왕족발",금천구,서울특별시 금천구 독산동 1041,"정갈한, 반려동물동반, 주차, 배달",126.896898083651,37.4686846783797,음식점
184,184,카츠레츠 독산동,"돈가스, 카츠",금천구,서울특별시 금천구 독산동 1155 1층 139호,"존맛, 포장가능, 반려동물동반, 주차",126.896865576854,37.4679081590866,음식점
185,185,홍수계안동찜닭 독산동,"찜닭, 안동찜닭",금천구,서울특별시 금천구 독산동 291-7,"존맛, 놀이방, 포장가능, 주차, 배달",126.885090102235,37.4826579017674,음식점
186,186,매머드익스프레스 금천점,"커피, 카페",금천구,서울특별시 금천구 독산동 292-2,"저렴한, 테이크아웃, 주차, 배달",126.908059889464,37.4626842362992,카페
187,187,평일주점 가산디지털단지역,"술집, 심야식당",금천구,서울특별시 금천구 가산동 83-13,"분위기좋은, 예약필수, 바테이블, 반려동물동반, 예약가능",126.897250450783,37.4599188671036,음식점
188,188,타코얌얌 금천구,타코,금천구,서울특별시 금천구 시흥동 8-15,"반려동물동반, 배달",126.890859749866,37.4755692787437,음식점
189,189,랄라베이크샵 독산동,"마카롱, 솜사탕",금천구,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크 3차 310동 278호,"가성비좋은, 반려동물동반, 주차",126.904673416531,37.4537747773268,카페
190,190,서울막창 금천구,"막창, 막창전문",금천구,서울특별시 금천구 가산동 233-5 1동 G11호 막창,"직장인맛집, 반려동물동반, 주차",126.897494708443,37.4759788732033,음식점
191,191,꽁다방 시흥동,"카페, 다방",금천구,서울특별시 금천구 시흥동 840-30,"아늑한, 반려동물동반",126.909130145771,37.4623573662184,카페
192,192,서린커피 독산동,"커피, 카페",금천구,서울특별시 금천구 독산동 144-55,"깔끔한, 테이크아웃, 배달",126.904356473283,37.4651620514217,카페
193,193,24시 무인카페 만월경 시흥점,"칼국수, 무인카페",금천구,서울특별시 금천구 시흥동 794-11,반려동물동반,126.900235850644,37.4756859586036,카페
194,194,모노 독산동,"카페, 크로플",금천구,서울특별시 금천구 독산동 381-39,"분위기좋은, 반려동물동반, 주차, 배달",126.8875313659,37.4794908631041,카페
195,195,구움꽈작 금천구,"디저트, 수제스콘",금천구,서울특별시 금천구 독산동 969-37,"반려동물동반, 배달",126.903584582181,37.4735810967309,카페
196,196,커피사피엔스 갑을그레이트밸리점,카페,금천구,서울특별시 금천구 가산동 60-5,"예쁜, 테이크아웃, 반려동물동반, 반려동물동반, 주차, 배달",126.899774249093,37.4581631600298,카페
197,197,홈통 금천구,"와인, 커피",금천구,서울특별시 금천구 독산동 991-2,"반려동물동반, 주차",126.902093539276,37.4476826291634,카페
198,198,프롬데이지 금천구,"케이크, 레터링케이크",금천구,서울특별시 금천구 독산동 1077-37,"예쁜, 반려동물동반, 주차",127.070918324144,37.5417686308169,카페
199,199,써러라 순대 금천구시흥,순대,금천구,서울특별시 금천구 시흥동 985,"반려동물동반, 제로페이",127.10215601707,37.5477257589672,음식점
200,200,카페 아르무아 건대,"카페, 디저트",광진구,서울특별시 광진구 화양동 5-32,"예쁜, 반려동물동반",127.08957508345,37.5503110262375,카페
201,201,다야 아차산,"도토리묵, 칼제비",광진구,서울특별시 광진구 광장동 258-18,"서민적인, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스)",127.07630456912,37.5517132907397,음식점
202,202,안다즈커피 아차산역,"커피, 카페",광진구,서울특별시 광진구 구의동 75-26,"예쁜, 야외테라스, 반려동물동반, 무료주차",127.081137718681,37.5635976436835,카페
203,203,보난자커피 군자점,"커피, 카페",광진구,서울특별시 광진구 군자동 270,"깔끔한, 점심식사, 반려동물동반, 무료주차",127.107505550464,37.5468104606425,카페
204,204,테일러김밥 중곡동,"김밥, 김밥집",광진구,서울특별시 광진구 중곡동 229-15,"캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",127.080290453189,37.5581525995535,음식점
205,205,크림베이글 광진구,"베이글, 무화과",광진구,서울특별시 광진구 광장동 320-6,"캐주얼한, 아침식사, 점심식사, 반려동물동반",127.065949586966,37.5411517126545,카페
206,206,마우로아 군자,"비스트로, 레스토랑",광진구,서울특별시 광진구 중곡동 158-24,"고급스러운, 저녁식사, 콜키지, 바자리, 반려동물동반",127.073156623159,37.545848611709,음식점
207,207,인덱스 건대,"카페, 북카페",광진구,서울특별시 광진구 자양동 17-1 커먼그라운드 3F,"예쁜, 반려동물동반, 주차",127.065949586966,37.5411517126545,카페
208,208,테라코타 건대,"카페, 라떼",광진구,서울특별시 광진구 화양동 94-82,"빈티지, 테이크아웃, 반려동물동반, 배달",127.062319004975,37.5346309836547,카페
209,209,LITE LANE 건대,"카페, 루프탑",광진구,서울특별시 광진구 자양동 17-1,"깔끔한, 점심식사, 저녁식사, 야외테라스, 주차",127.065949586966,37.5411517126545,카페
210,210,Six Degrees Coffee 자양동,"카페, 커피",광진구,서울특별시 광진구 자양동 194-3 1층,"캐주얼한, 테이크아웃, 반려동물동반, 로스터리, 주차",127.080902462658,37.5550668068549,카페
211,211,아날로그키친 건대,"오징어, 빠네",광진구,서울특별시 광진구 자양동 17-1 커먼그라운드 3층,"깔끔한, 점심식사, 저녁식사, 야외테라스, 주차",127.107637877969,37.5470765851595,음식점
212,212,어머이밥상 군자역,"백반, 백반집",광진구,서울특별시 광진구 능동 224-15,"정갈한, 점심식사, 반려동물동반, 발렛파킹, 배달",127.088496282495,37.5526134390271,음식점
213,213,피오디디 광장동,"카페, 디저트",광진구,서울특별시 광진구 광장동 322-14,"깔끔한, 반려동물동반",127.073488422048,37.5452897863237,카페
214,214,후문 카페 아차산역,"카페, 브런치",광진구,서울특별시 광진구 능동 256-13,"지역주민이찾는, 점심식사, 저녁식사, 야외테라스, 정원, 셀프바",127.077314918419,37.5572887273049,카페
215,215,환원당 건대,"카페, 루프탑",광진구,서울특별시 광진구 화양동 94-25,"예쁜, 야외테라스, 정원",127.089584379074,37.5551463138461,카페
216,216,카페 인소드 군자역,"카페, 디저트",광진구,서울특별시 광진구 군자동 472-6,"차분한, 아침식사, 점심식사, 테이크아웃, 반려동물동반, 배달",127.107277163683,37.5467899453857,카페
217,217,푸쉬 커피 아차산,"커피, 카페",광진구,서울 광진구 중곡동 91-55,"존맛탱, 테이크아웃, 반려동물동반, 예약가능",127.073137136773,37.5467516048313,카페
218,218,버터버거 광장동,"버거, 수제버거",광진구,서울특별시 광진구 광장동 317-1,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 무료주차, 배달",127.067783246467,37.5431909877545,음식점
